num_of_transactions,most_popular_payment_id,extra_payment_plans_total,extra_payment_plans_count,avg_plan_list_price,avg_actual_amount_paid,is_auto_renew_total,is_cancel_total,left_payment_seconds_total,avg_transaction_days_diff,max_transaction_days_diff,min_transaction_days_diff,avg_expire_days_diff,max_expire_days_diff,min_expire_days_diff,most_popular_transaction_days,least_popular_transaction_days,most_popular_transaction_season,least_popular_transaction_season,most_popular_expire_days,least_popular_expire_days,most_popular_expire_season,least_popular_expire_season,msno,payment_id_is_always_auto_renew
1,40,0,0,149.0,149.0,1,0,6,732.0,732.0,732.0,16.0,16.0,16.0,2,2,2,2,3,3,2,2,Ns4djmGo2GJuxykcme+7/rADcaNFHouuaXznGkjt/Qo=,40True
1,38,90,1,477.0,477.0,0,0,-4,24.0,24.0,24.0,24.0,24.0,24.0,2,2,2,2,2,2,3,3,OFjgd4O5aCzXBFosKhGhqB8bKEgtV/9RQSN28yPtGHk=,38False
1,41,0,0,99.0,99.0,1,0,0,24.0,24.0,24.0,30.0,30.0,30.0,2,2,2,2,2,2,2,2,REVpzosLgaRSn1SZK/zkBaHHzgr/kPP7rKGwzpuJ968=,41True
1,36,0,0,180.0,180.0,0,0,0,34.0,34.0,34.0,34.0,34.0,34.0,3,3,2,2,3,3,2,2,VSYv05MP8gRi0b3dGYfwg+tvxYPQOG2eJYnLlA6/PMw=,36False
1,32,180,1,536.0,536.0,0,0,-2,18.0,18.0,18.0,14.0,14.0,14.0,2,2,2,2,2,2,4,4,Yel0Knj/qITNzJ3ZtK4/A+gTCh/umWfIFVN0NbAO+ys=,32False
1,38,195,1,894.0,894.0,0,0,22,16.0,16.0,16.0,2.0,2.0,2.0,1,1,2,2,2,2,4,4,aVKRzKNZH+IgGsTGvebFf0YrW/NMCxW8o5pRjQURxJ4=,38False
1,40,0,0,149.0,149.0,1,0,10,10.0,10.0,10.0,16.0,16.0,16.0,1,1,2,2,1,1,2,2,cAI4D3S8xny2kmnxOWQokYll0lErjxaMg+mDNpwuQio=,40True
1,41,0,0,99.0,99.0,1,0,0,738.0,738.0,738.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,cR0ZcfmEAT3XPYgDoGj8A7qzha5QhIQx4JR4yLz8ZaY=,41True
2,38,90,1,223.5,223.5,0,0,2,33.0,46.0,20.0,9.0,14.0,4.0,3,1,2,2,3,1,3,2,eobAeuQBqGKYylbJ8xG04QDdvcP7cW4C3Q/Mmi4gKz8=,38False
1,33,0,0,149.0,149.0,1,0,-2,6.0,6.0,6.0,6.0,6.0,6.0,3,3,2,2,3,3,2,2,ok+QjeV2jWXGx03lVSkteoDszMBUv2FEgtq4ZtKlUi0=,33True
1,38,0,0,149.0,149.0,0,0,-2,18.0,18.0,18.0,18.0,18.0,18.0,1,1,2,2,1,1,2,2,pDHb4hPfJK/qFcZdWfa7oai7ESYolbme7NlzKavFgEE=,38False
1,36,0,0,180.0,180.0,1,0,-2,1408.0,1408.0,1408.0,22.0,22.0,22.0,1,1,2,2,1,1,2,2,qHY3c0kt1bRT9wpqwEfuirWoy6Clo8cVw+nUW16Lw+s=,36True
2,37,0,0,149.0,149.0,2,0,-2,732.0,1446.0,18.0,29.0,36.0,22.0,3,3,2,1,3,3,2,2,rGMnDj/XHa+f42TdxUuAQIiNhirkH0UrrhNLxSoMn1s=,37True
2,36,0,0,180.0,180.0,2,0,-4,13.0,14.0,12.0,389.0,764.0,14.0,1,1,2,1,1,1,2,2,rP+dRe7IPBIBliGM97X1WlcuugMF9nflP2eOifYWC2s=,36True
5,41,0,0,99.0,99.0,5,1,1682,166.8,740.0,8.0,298.4,696.0,16.0,1,1,4,1,3,3,3,2,uItXshrG+94c+CPllVeIJpkyUuI+wZV9pFh1UhTww3w=,41True
2,36,0,0,180.0,180.0,2,1,-30,749.0,1468.0,30.0,39.0,40.0,38.0,3,1,2,2,1,1,2,2,ug5YJM8xY2yQOQjp3EkSW0IQJNPwAmo0LqK61ZLOc90=,36True
1,41,0,0,149.0,149.0,1,0,0,4.0,4.0,4.0,46.0,46.0,46.0,1,1,2,2,1,1,2,2,zC3TcUbGuQsgrRORrPk3uSvAPIvvhjrmMcICBEEilCA=,41True
2,41,0,0,99.0,99.0,2,1,0,26.0,50.0,2.0,26.0,50.0,2.0,3,3,2,2,3,3,2,2,zhjfjcN9OBP1xLhz8r9vWcRqQn41jyGwihmul5CiT00=,41True
1,36,0,0,180.0,180.0,0,0,2,1410.0,1410.0,1410.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,+6NnJfAMD/Q40PuEVAywYC+BST1XA8hyxgw7ud2MqfU=,36False
1,41,0,0,99.0,99.0,1,0,0,762.0,762.0,762.0,14.0,14.0,14.0,2,2,2,2,2,2,2,2,4eQx40oC7ADyDLG5Xw7z2PpCHEuZrihnvwZJQ6j2yt8=,41True
1,41,0,0,99.0,99.0,1,0,0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,7MNUYg/FtQgGZiwXMy1O7gadX/3MvBH0uYrn41P7UXs=,41True
1,33,0,0,149.0,149.0,1,1,0,6.0,6.0,6.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,87eN3FcTINNNtifPOiseBwiCg06KnP9Phc/WaUOwXW8=,33True
1,36,0,0,180.0,180.0,0,0,-2,766.0,766.0,766.0,48.0,48.0,48.0,3,3,2,2,3,3,2,2,8QOVA35QLBLQc9lFKo9zHXtDbgAuGN7ESdUqa45vOp8=,36False
1,41,0,0,99.0,99.0,1,0,2,16.0,16.0,16.0,12.0,12.0,12.0,3,3,2,2,3,3,2,2,9u/DGAGXLPIEtHHk1yW+EPfbDW2Ab33aI6TfzO3D4O4=,41True
1,41,0,0,99.0,99.0,1,0,0,30.0,30.0,30.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,B3HHWZLqFLqkFd34hkMWIKM5KNTJNSeTpM7JVtfgxps=,41True
1,29,0,0,180.0,180.0,1,0,0,1430.0,1430.0,1430.0,32.0,32.0,32.0,2,2,2,2,2,2,2,2,Bejl1fN+ht4bVKzRhe0uynIrIoKgXAyOS3bqELt3sL4=,29True
3,40,180,1,299.3333333333333,299.3333333333333,2,1,118,502.0,1432.0,14.0,31.333333333333332,54.0,16.0,2,1,2,2,3,3,4,2,E9x51AuZbuu2NUPCH4f2ID5qipDKmOY3sDK0DG4Njlw=,40False
1,32,180,1,536.0,536.0,0,0,-8,0.0,0.0,0.0,8.0,8.0,8.0,2,2,2,2,1,1,4,4,GKWtwb2fqgL+9h9zfOxzEstXQrZ9KhDwPk6pdGZw8pA=,32False
3,39,0,0,149.0,149.0,3,0,-154,22.666666666666668,48.0,6.0,36.0,48.0,14.0,3,3,2,1,1,1,3,2,PCFiar1/NABd9VPibaoLleLcamiJETPKfOzZmPKKGHA=,39True
1,41,0,0,99.0,99.0,1,0,0,2.0,2.0,2.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,PGuztsb3swcUKdlIPnYk/rFbAyTbYuYjAyFxGiX07Bo=,41True
2,39,0,0,149.0,149.0,2,0,-86,33.0,46.0,20.0,15.0,24.0,6.0,3,3,2,1,1,1,2,2,QZ3WwPX3vAigAsTCbXswYlRMBdHoxI3TOpwDyneqkrk=,39True
1,32,180,1,536.0,536.0,0,0,-2,1430.0,1430.0,1430.0,8.0,8.0,8.0,2,2,2,2,2,2,4,4,VX0GT96q5cXStPjBzs3w2FHljCusJFGHgOafZ/bcODU=,32False
1,41,0,0,99.0,99.0,1,0,0,22.0,22.0,22.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,WgohjjQYnyyX8IIv68jvb+jb2MymJB/N3NVMCPJyy48=,41True
1,38,90,1,477.0,477.0,0,0,-4,708.0,708.0,708.0,14.0,14.0,14.0,1,1,2,2,1,1,3,3,YN/7MkocXcABEfb64bJIBPtUexMYjhW1m2ohSk8DVaQ=,38False
1,38,410,1,1788.0,1788.0,0,0,758,16.0,16.0,16.0,776.0,776.0,776.0,2,2,2,2,3,3,2,2,YUeqpZ4jL4Mj0HfKhek87NgivEof4+buwlvwCJgRHwE=,38False
1,41,0,0,129.0,129.0,1,0,0,38.0,38.0,38.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,fR7ZYEDQgfJ4CnLajE/IdOSebTVdCzNHN+IeUMtFZ7E=,41True
1,41,0,0,99.0,99.0,1,0,-2,18.0,18.0,18.0,16.0,16.0,16.0,3,3,2,2,3,3,2,2,kjkISMzGOq7n0LK8f7CHeRIuehKhvBqzi8Ftfk+80wo=,41True
1,41,0,0,99.0,99.0,1,1,0,6.0,6.0,6.0,8.0,8.0,8.0,2,2,2,2,2,2,2,2,riDxKYmCrWQGcyBv4Sv74J96kdhQ1wteds6Xd1NlFnY=,41True
1,36,0,0,180.0,180.0,1,0,2,18.0,18.0,18.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,s4I4mK33l2Yx/aLaVhRjD+fHU5PXZ+FduXQ6q4wf9xA=,36True
1,37,0,0,149.0,149.0,1,0,0,12.0,12.0,12.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,uBK6zeCtRQX8d7b9cNKSrD342LjYJ2TY/p/Nv3CwaHc=,37True
1,38,0,0,149.0,149.0,0,0,0,2.0,2.0,2.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,vrWqASuCiCfYy+VInEIExlimPQ7mVgZ52SqT861uQRg=,38False
1,36,0,0,180.0,180.0,1,0,-2,30.0,30.0,30.0,32.0,32.0,32.0,1,1,2,2,1,1,2,2,xGbB8upzzygstAVULOGhpEHWUIKsSFN0nEekxFyjfWo=,36True
2,40,0,0,149.0,149.0,2,1,6,716.0,1430.0,2.0,22.0,32.0,12.0,2,2,2,1,2,2,2,2,/1H+MQkxJitVNVptpt3xiIYV90AEIpSOu4EwIo4idNY=,40True
1,37,0,0,149.0,149.0,1,0,-2,46.0,46.0,46.0,36.0,36.0,36.0,1,1,2,2,1,1,2,2,/dQ2uRjuHSEr0C6JeWXMNVzoy8qPGBgFjFB4Pgs92ro=,37True
1,36,0,0,180.0,180.0,0,0,0,6.0,6.0,6.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,/lmGRyJh7L86tuL+sOX3QzcfZhQd8qSXH5DETNl65vY=,36False
2,29,0,0,180.0,180.0,0,0,-48,37.0,42.0,32.0,29.0,38.0,20.0,3,1,2,2,1,1,2,2,1oSuhIxRKjVNcNqQVnGHJNibPDGR/T1o0cVVKENSt40=,29False
1,36,0,0,180.0,180.0,0,0,60,1404.0,1404.0,1404.0,36.0,36.0,36.0,1,1,2,2,3,3,2,2,2kc/hNpC0b2oR3rnm4a++7+hZM7yLWxYXhurJEahBow=,36False
2,36,0,0,180.0,180.0,2,0,-6,19.0,28.0,10.0,16.0,24.0,8.0,3,3,2,1,2,2,2,2,8aMj+D5PyGHBbnL+MicpGq1gn8Fq97DFCIIWip9qoR8=,36True
2,41,0,0,100.0,100.0,2,0,-2,21.0,30.0,12.0,22.0,30.0,14.0,2,2,2,1,2,2,2,2,970caGq49hkreLQL2LUil1HzYdxprT9mWYSFqYlHKKw=,41True
3,39,0,0,149.0,149.0,3,0,-166,22.666666666666668,34.0,12.0,34.666666666666664,42.0,26.0,3,3,2,1,1,1,3,2,BqieLWruMmW5SG2R01Aiu7LrFxdq6+T1ruYcK0GlaG0=,39True
3,41,0,0,149.0,149.0,3,0,-130,284.0,774.0,18.0,22.0,46.0,2.0,3,3,2,1,1,1,3,2,Gv3mC6TNoZIJ0Rt12rWCVe1+wOW3dMlGcjkw8p6Wcjw=,41True
1,41,0,0,99.0,99.0,1,0,0,8.0,8.0,8.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,N/xYiqSFGcAU3xX1sSCY+nKJVXL7DHtcUCDxVJ8Wp4s=,41True
1,41,0,0,99.0,99.0,1,0,0,6.0,6.0,6.0,6.0,6.0,6.0,2,2,2,2,2,2,2,2,O0c88g9K+8ipGNzyxtsLUiUH5pDpgu4RIALy4nY5yxU=,41True
1,41,0,0,99.0,99.0,1,0,-2,1464.0,1464.0,1464.0,20.0,20.0,20.0,3,3,2,2,3,3,2,2,OICKDakxNhMNORGorUyyzP+JmlgSOsvlD+odrA8n8rE=,41True
1,38,195,1,894.0,894.0,0,0,-38,10.0,10.0,10.0,28.0,28.0,28.0,3,3,2,2,1,1,4,4,Q5uHNWNFYluP1yn+PJe/Nm3cPB3PDUIsX99/rENORGU=,38False
2,36,0,0,180.0,180.0,2,1,-56,350.0,680.0,20.0,18.0,36.0,0.0,3,1,2,2,1,1,2,2,R0aqm6kIJyO9EAY/jO4PmJZo/iCyU/iOUzROGBqgBs4=,36True
1,38,90,1,477.0,477.0,0,0,4,8.0,8.0,8.0,4.0,4.0,4.0,3,3,2,2,3,3,3,3,RK9HB69rgTeGduYtaLi9WFl6XTHTIELfBDOkKSGbuqs=,38False
1,38,0,0,149.0,149.0,0,0,4,26.0,26.0,26.0,10.0,10.0,10.0,2,2,2,2,3,3,2,2,Uy9xB7IJdiKanPwFv+W3yzsvkuq3xruzhSwxvWpYwno=,38False
1,34,0,0,149.0,149.0,1,0,-2,2.0,2.0,2.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,XwAdUzHStkuyGliYvknhTttwv0CAzLdq+0KGv+Srj9M=,34True
1,41,0,0,149.0,149.0,1,0,0,24.0,24.0,24.0,20.0,20.0,20.0,3,3,2,2,3,3,2,2,Y+S+vltBIW3Ij2Jz7OqC4JVI+T9DNzOsT7n2lBOWE2U=,41True
1,36,0,0,180.0,180.0,1,0,-2,22.0,22.0,22.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,fD9hiv1dlTdMw0xU3Hgyv0VuAGXa3uQJToJKBqhjKW8=,36True
1,37,0,0,149.0,149.0,1,0,-2,702.0,702.0,702.0,28.0,28.0,28.0,2,2,2,2,2,2,2,2,jTaTrD7j5eQyRgyedI/7TgISpgFmtVJg/newoOMknG8=,37True
1,38,0,0,149.0,149.0,0,0,60,38.0,38.0,38.0,16.0,16.0,16.0,1,1,2,2,3,3,2,2,jbgaqRF5SAkTUKVxAysKX24+QBLODFRYRl7DenxUawo=,38False
1,40,0,0,149.0,149.0,1,0,-2,8.0,8.0,8.0,8.0,8.0,8.0,2,2,2,2,2,2,2,2,mG/SsbVqg6T64WRhe+zOV9PTZIvWgR+lw4WJiYF3ZTU=,40True
1,38,0,0,149.0,149.0,0,0,6,34.0,34.0,34.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,o27wQ65TV4ehfE011sybz99M/41ou8z/YA/P2oFWMQA=,38False
5,41,0,0,99.0,99.0,5,0,1454,887.6,1458.0,690.0,30.0,56.0,4.0,3,3,4,1,3,3,3,2,oDXNoKIvqQo1XTIEerYL1o1XGPHhlfBXtHuGsXFWZfc=,41True
1,38,0,0,149.0,149.0,0,0,-2,748.0,748.0,748.0,52.0,52.0,52.0,3,3,2,2,3,3,2,2,r/nSu5L6HvvJW3PfzJ8U1No6EvI3wRSOWuUuFH45N4A=,38False
1,41,0,0,99.0,99.0,1,0,0,8.0,8.0,8.0,6.0,6.0,6.0,3,3,2,2,3,3,2,2,wf8UGdYNtkZsGmVAFBcUCoPy1cMTaJ/pfmQnpf0W74c=,41True
1,41,0,0,99.0,99.0,1,0,0,30.0,30.0,30.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,yDuU55OtXnA+PQnZl7VavQec3werhKm9kYwhKExi/0s=,41True
1,36,0,0,180.0,180.0,1,0,0,20.0,20.0,20.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,z7mPhiwnqEBPw804srDPFtGZ8GeDqp8KeOggIJbLSSc=,36True
1,40,0,0,149.0,149.0,1,0,4,44.0,44.0,44.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,zRgbM31m1GkcZ2mIVmSWLVa9SeqzswD7s2KFD9doPfU=,40True
2,41,0,0,149.0,149.0,2,0,-2,34.0,40.0,28.0,17.0,18.0,16.0,1,1,2,1,1,1,2,2,9TG0XnpOdr5jsFL8Cd623JIfCDB3BfUkG67nxCTyWPs=,41True
2,32,300,2,600.0,600.0,0,0,108,351.0,692.0,10.0,34.0,46.0,22.0,1,1,2,2,3,3,3,3,9tPTLAFwmk2X9iWS1IEM0uhp+COsqAEcVC/Ga/dUQOc=,32False
1,32,90,1,298.0,298.0,0,0,6,10.0,10.0,10.0,12.0,12.0,12.0,3,3,1,1,3,3,3,3,ELTXxuQMqxasEo82rV23HqMge7iwmGHiUujiwDna58g=,32False
1,41,0,0,99.0,99.0,1,0,0,48.0,48.0,48.0,50.0,50.0,50.0,1,1,2,2,1,1,2,2,EYMuBVFXIChfitw/k8n8TMRTyJhpXTedWeZZoTDGI24=,41True
1,32,410,1,1788.0,1788.0,0,0,758,4.0,4.0,4.0,760.0,760.0,760.0,2,2,2,2,3,3,2,2,GbmRlVhXeITtNIbpeiztZxYEBZIktXpQhFAyO+xlkh4=,32False
1,41,0,0,99.0,99.0,1,0,0,4.0,4.0,4.0,6.0,6.0,6.0,1,1,2,2,1,1,2,2,LwArXR26XQHhVbqHvBcQuRSg6RyqRT3xITOfy+17GEc=,41True
1,38,195,1,894.0,894.0,0,0,22,708.0,708.0,708.0,20.0,20.0,20.0,1,1,2,2,2,2,4,4,MIA/NDAbQWLTel9W17qIty5zHQ2TLOHpbMDQrs2EW0s=,38False
1,41,0,0,149.0,149.0,1,0,0,12.0,12.0,12.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,N/8OR2RSOB87+aTk8aQ/fUEuWQtZgboYbIrst2xolOo=,41True
1,38,90,1,477.0,477.0,0,0,-4,24.0,24.0,24.0,18.0,18.0,18.0,2,2,2,2,2,2,3,3,PeX1q1F5D6THjID19rtke0pOHq010ffldutXM1KN04s=,38False
1,36,0,0,180.0,180.0,1,0,-2,4.0,4.0,4.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,PxPpL2OZGxOrxqEzh1/osrVIIJc1ED+SelxcrPaDY5Y=,36True
1,41,0,0,99.0,99.0,1,0,0,8.0,8.0,8.0,32.0,32.0,32.0,3,3,2,2,3,3,2,2,UPNoryq1E8MZPqefjNjoKczBunI3TFiy+txxEdLUIqI=,41True
1,32,410,1,1788.0,1788.0,0,0,758,30.0,30.0,30.0,722.0,722.0,722.0,1,1,2,2,3,3,2,2,Wo5U5x3fug3f5ZFWkv0MHkAZ7z4vuEeWwyLxWsjlgs8=,32False
1,36,0,0,180.0,180.0,1,0,-2,38.0,38.0,38.0,32.0,32.0,32.0,3,3,2,2,3,3,2,2,cAcdMQOes6vggECI/KBB0LT/EcvxNBqUJHMMxuqtSXE=,36True
2,17,300,2,300.0,300.0,0,0,6,48.0,48.0,48.0,26.0,46.0,6.0,3,3,2,2,3,3,4,2,cajN7hTcVuaamjFPQ28dB2MmbC/uwpaohxEmSeLLwvQ=,17False
1,40,0,0,149.0,149.0,1,0,-2,42.0,42.0,42.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,ikcJSlSqJvZx7zB8Z0S0BYPWdF05Y47ftWgA9QM/A30=,40True
1,40,0,0,149.0,149.0,1,0,-2,38.0,38.0,38.0,40.0,40.0,40.0,1,1,2,2,1,1,2,2,kbzov6TzXyj5Yt5WkruPIZtlpL/KQurNjdF7yaycOdo=,40True
1,32,410,1,1788.0,1788.0,0,0,702,16.0,16.0,16.0,688.0,688.0,688.0,3,3,2,2,1,1,2,2,krrONtK8r0tKCTV8dyv4W6CoPOAQCVNIwjebslJsqSE=,32False
1,32,410,1,1788.0,1788.0,0,0,704,2.0,2.0,2.0,706.0,706.0,706.0,2,2,2,2,1,1,2,2,n9s+XUdl4GC4909cZCz4QyNgKiBTRM9ZxRBGgGZk7ug=,32False
1,41,0,0,99.0,99.0,1,0,38,10.0,10.0,10.0,24.0,24.0,24.0,2,2,2,2,3,3,2,2,oXVn/cl6r1g1u2NLEfY5d2oX7a/OZxMpwBqHBL3sCWk=,41True
1,41,0,0,99.0,99.0,1,0,0,8.0,8.0,8.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,r42X++l5d7TbqcdZPlBzHNGX4J7/RJ5Qnyq6z8wj4Wc=,41True
1,32,180,1,536.0,536.0,0,0,-2,6.0,6.0,6.0,6.0,6.0,6.0,3,3,2,2,3,3,4,4,vkXZlHtfPsthE+Mdv1UhhjQl/soZFa/gQYB1Q9cb00A=,32False
2,36,0,0,180.0,180.0,2,0,-2,34.0,38.0,30.0,35.0,38.0,32.0,1,1,2,1,1,1,2,2,+9BU1yN6IGNrrIpKvJZ07dJUCGV8BmyPFlqOJs5Ij/Y=,36True
1,38,0,0,100.0,100.0,0,0,0,46.0,46.0,46.0,48.0,48.0,48.0,1,1,2,2,1,1,2,2,+GbqHghRAsYqjuE4abwsSVZgiB0lVyHXraPOjqdOF8Y=,38False
1,41,0,0,100.0,100.0,1,0,0,48.0,48.0,48.0,28.0,28.0,28.0,1,1,2,2,1,1,2,2,/vs4U4fe8xOwkwY0NyGiv0WzwoN87sPkTq6BzAOFeYI=,41True
1,34,0,0,149.0,149.0,1,0,-2,20.0,20.0,20.0,2.0,2.0,2.0,3,3,2,2,3,3,2,2,3L4k0K1m2Ftsznmnl81MjmVMm4+BBxwVPqX2HKu3Y3U=,34True
3,39,0,0,149.0,149.0,3,0,-58,273.3333333333333,774.0,20.0,13.333333333333334,26.0,6.0,3,3,2,1,3,2,3,2,9EVUZQkN+DihtAZorilKfj57T7tfE2J9WzkebjQrX/g=,39True
1,38,90,1,477.0,477.0,0,0,-4,34.0,34.0,34.0,38.0,38.0,38.0,2,2,2,2,1,1,3,3,AJj/nyxg0AqvCUT4kuF5aTP2ndDOHMBTvzvM0p77DXo=,38False
1,41,0,0,129.0,129.0,1,0,0,14.0,14.0,14.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,AT1JE8QR6l+XrLjy1ifdaDrMuc6RAmQBIJ+gF0zDyAY=,41True
3,36,150,2,260.0,260.0,0,0,-4,16.0,24.0,6.0,14.666666666666666,22.0,8.0,3,2,1,1,2,2,3,2,D8mDGNoLR2Q6kHX3c0DftryRhJtBjV1o77COTHVSPwo=,36False
2,36,0,0,180.0,180.0,0,0,-4,23.0,24.0,22.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,Eh0Wk1jMw47XLvYllh38aDjtt2irVYH4v/l411CjAYg=,36False
1,41,0,0,99.0,99.0,1,0,2,38.0,38.0,38.0,38.0,38.0,38.0,2,2,2,2,2,2,2,2,IEMUth6+Cfysk/uzHLrHr75+IQdVb3/Cq1OF7Y6Bam0=,41True
1,34,0,0,149.0,149.0,1,0,-2,18.0,18.0,18.0,16.0,16.0,16.0,3,3,2,2,3,3,2,2,Kbw1lFHrRXVpe6o5WFeX6l4hcBNUJ6aslJakoFaC8MA=,34True
1,38,0,0,149.0,149.0,0,0,0,22.0,22.0,22.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,NsnChu4WGQxQv37PcBOBEDV4rM36Ky6YgbXnOAIgr3k=,38False
1,31,0,0,149.0,149.0,1,1,-2,8.0,8.0,8.0,10.0,10.0,10.0,3,3,2,2,3,3,2,2,OiFXVjhV/5CeQw6kFpBOZTUhJRZeJdRDWbQoRlII4D4=,31True
1,41,0,0,129.0,129.0,1,0,10,4.0,4.0,4.0,14.0,14.0,14.0,2,2,2,2,3,3,2,2,PpHMYEKHhn/21Xon0EUwfF2GReYf5fwRzPUNiFGlpX0=,41True
1,41,0,0,99.0,99.0,1,0,0,8.0,8.0,8.0,8.0,8.0,8.0,1,1,2,2,1,1,2,2,RcUGZY/Sqp/vuiz7doorDUBUB17rK25au07EN8fLIoY=,41True
3,17,420,3,400.0,400.0,0,0,-10,17.333333333333332,22.0,8.0,256.0,714.0,22.0,2,2,2,2,2,2,4,2,ZhJPUq2NJsiV3qLkPCQSZEySUIXIbrkjWblTUnqaHOs=,17False
1,33,0,0,149.0,149.0,1,0,-2,0.0,0.0,0.0,50.0,50.0,50.0,3,3,2,2,3,3,2,2,fA1X90elH2cA0H3fe172iML4Hz9rVp1PbSu1GltI/EM=,33True
1,32,195,1,894.0,894.0,0,0,-24,8.0,8.0,8.0,16.0,16.0,16.0,3,3,2,2,2,2,4,4,grns3+a7wAfaHyO7KZJJqijYxLuCRKcXlyOzdZ65rpQ=,32False
1,41,0,0,149.0,149.0,1,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,h7mJhr2eMoLtzs3xr6BFRrFYml1RU0zcXyduoegyA6A=,41True
3,17,840,3,800.0,800.0,0,0,726,26.666666666666668,42.0,18.0,270.0,764.0,12.0,3,2,2,2,2,2,4,2,l+0tc8Er7DxfIwYtI07dpWZkWjkXJlhEN1A48w8+w+M=,17False
2,41,0,0,149.0,149.0,2,1,0,33.0,58.0,8.0,19.0,30.0,8.0,1,1,2,2,1,1,2,2,mQKXUjppVY5A62mgP5AYrm6I8cFS+lkaKR+O8p/nhNc=,41True
1,41,0,0,99.0,99.0,1,0,-2,10.0,10.0,10.0,10.0,10.0,10.0,3,3,2,2,3,3,2,2,mWlRy6XTVdXOu9gK1ZmWppIUscH8mm8VJiUVnCx1Sp8=,41True
1,38,0,0,149.0,149.0,0,0,10,16.0,16.0,16.0,6.0,6.0,6.0,1,1,2,2,2,2,2,2,nj1FgqeI513JhNaahl/83jO/XNRfIhYyuF8InavdXRo=,38False
1,32,180,1,536.0,536.0,0,0,-2,32.0,32.0,32.0,32.0,32.0,32.0,2,2,2,2,2,2,4,4,nlsqtxAbGr9BekQrspsbJZC7LtqTQfJEKpq/3pav6kM=,32False
1,41,0,0,149.0,149.0,1,0,-2,26.0,26.0,26.0,28.0,28.0,28.0,3,3,2,2,3,3,2,2,o5CeT26PQXcOnVvE0Eid5luHGv0llv03f6RQj9EMpkE=,41True
1,32,180,1,536.0,536.0,0,0,-2,14.0,14.0,14.0,14.0,14.0,14.0,1,1,2,2,1,1,4,4,pjVG1d3WivESnZctEJ2wWlPyS9FOmE7Mt+AxpoFnifg=,32False
1,40,0,0,149.0,0.0,1,0,-2,10.0,10.0,10.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,wKfdJE5vD8vBw7RaQyC5T9jXc4VdcXXhSh5gQnfwYi0=,40True
1,36,0,0,180.0,180.0,1,1,-2,28.0,28.0,28.0,24.0,24.0,24.0,2,2,2,2,2,2,2,2,80dwBLx9YroDzX5wtAGO/t+8wmZxMSEQ26NCPHN1Dk0=,36True
1,38,0,0,149.0,149.0,0,0,0,12.0,12.0,12.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,9m0D2EU5tJwqiVbQXTVYIxJtR9GwKhUdOSNhbDQxTtY=,38False
2,36,0,0,180.0,180.0,2,0,-6,18.0,20.0,16.0,22.0,30.0,14.0,1,1,2,1,1,1,2,2,AQEoNUKyrDSfLfZ1wcnpHtl7LQFmis5Vhhb1wtJTjlE=,36True
1,30,0,0,149.0,149.0,1,1,0,10.0,10.0,10.0,50.0,50.0,50.0,1,1,2,2,1,1,2,2,BxFWO6OADGQRrUW8ajO1FkljdWRyjnm/MeU6i1rCADU=,30True
1,38,0,0,149.0,149.0,0,0,8,16.0,16.0,16.0,50.0,50.0,50.0,3,3,2,2,3,3,2,2,EauNIklbM+LVrVPPxKIHXFMLoiRR1vX5Ty/A9LMzHDY=,38False
1,41,0,0,149.0,149.0,1,0,0,34.0,34.0,34.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,H4ChXQMga1t11M386bTOxpF7ucsdEN611bn1nsauqcQ=,41True
5,41,0,0,149.0,149.0,5,0,1464,145.2,700.0,4.0,16.4,38.0,0.0,3,3,4,1,3,3,3,2,HomqDf4G1Krg0+VfvcE91gJSxnV/RAn1ly/6RgQ2hHc=,41True
